Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Botswana,BWA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.34,..,..,..,..,2.21,..,..,..,..,2.29,..,..,..,..,3.9,..,..,..,..,5.52,..,..,..,..,6.71,..,..,..,..,7.61,..,..,..,..,8.28,..,..,..,..,8.87,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,3.46,..,..,..,..,4.28,..,..,..,..,6.1,..,..,..,..,6.63,..,..,..,..,7.51,..,..,..,..,8.06,..,..,..,..,8.29,..,..,..,..,8.48,..,..,..,..,8.77,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.5,..,..,..,..,6.16,..,..,..,..,7.21,..,..,..,..,8.17,..,..,..,..,8.44,..,..,..,..,9.05,..,..,..,..,9.35,..,..,..,..,10.45,..,..,..,..,11.45,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.67,..,..,..,..,0.87,..,..,..,..,1.09,..,..,..,..,1.32,..,..,..,..,1.44,..,..,..,..,1.59,..,..,..,..,1.84,..,..,..,..,2.28,..,..,..,..,2.68,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.29,..,..,..,..,1.56,..,..,..,..,2.12,..,..,..,..,2.79,..,..,..,..,3.47,..,..,..,..,4.15,..,..,..,..,4.84,..,..,..,..,5.47,..,..,..,..,5.96,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.57,..,..,..,..,0.75,..,..,..,..,1.02,..,..,..,..,1.49,..,..,..,..,2.06,..,..,..,..,2.43,..,..,..,..,2.86,..,..,..,..,3.26,..,..,..,..,3.57,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.61,..,..,..,..,3.25,..,..,..,..,3.87,..,..,..,..,4.38,..,..,..,..,4.83,..,..,..,..,5.69,..,..,..,..,6.47,..,..,..,..,6.86,..,..,..,..,7.12,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.15,..,..,..,..,1.52,..,..,..,..,2.45,..,..,..,..,3.24,..,..,..,..,4.39,..,..,..,..,5.06,..,..,..,..,5.44,..,..,..,..,5.62,..,..,..,..,5.67,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.76,..,..,..,..,0.94,..,..,..,..,1.29,..,..,..,..,1.69,..,..,..,..,2.04,..,..,..,..,2.5,..,..,..,..,3.25,..,..,..,..,3.74,..,..,..,..,4.22,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,6.74,..,..,..,..,7.41,..,..,..,..,7.85,..,..,..,..,8.32,..,..,..,..,8.68,..,..,..,..,9.31,..,..,..,..,9.88,..,..,..,..,10.58,..,..,..,..,11.42,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.08,..,..,..,..,5.94,..,..,..,..,6.72,..,..,..,..,7.69,..,..,..,..,8.7,..,..,..,..,9.21,..,..,..,..,9.68,..,..,..,..,8.99,..,..,..,..,11.11,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,9.56,..,..,..,..,9.85,..,..,..,..,10.23,..,..,..,..,10.46,..,..,..,..,10.88,..,..,..,..,12.07,..,..,..,..,12.91,..,..,..,..,13.08,..,..,..,..,13.16,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.79,..,..,..,..,6.45,..,..,..,..,7.31,..,..,..,..,8.02,..,..,..,..,8.96,..,..,..,..,9.91,..,..,..,..,10.73,..,..,..,..,11.19,..,..,..,..,11.53,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,3.04,..,..,..,..,3.53,..,..,..,..,4.15,..,..,..,..,4.78,..,..,..,..,5.34,..,..,..,..,5.92,..,..,..,..,6.26,..,..,..,..,6.94,..,..,..,..,7.56,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.03,..,..,..,..,1.3,..,..,..,..,2.06,..,..,..,..,2.97,..,..,..,..,3.51,..,..,..,..,4.05,..,..,..,..,4.75,..,..,..,..,5.61,..,..,..,..,6.55,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.28,..,..,..,..,2.63,..,..,..,..,3.05,..,..,..,..,3.4,..,..,..,..,3.72,..,..,..,..,4.58,..,..,..,..,5.73,..,..,..,..,6.67,..,..,..,..,7.66,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.25,..,..,..,..,7.88,..,..,..,..,8.32,..,..,..,..,8.84,..,..,..,..,9.31,..,..,..,..,10.49,..,..,..,..,11.74,..,..,..,..,12.08,..,..,..,..,12.48,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,4.68,..,..,..,..,5.11,..,..,..,..,5.95,..,..,..,..,6.75,..,..,..,..,8.37,..,..,..,..,9.79,..,..,..,..,9.61,..,..,..,..,9.17,..,..,..,..,9.58,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.4,..,..,..,..,6.33,..,..,..,..,7.39,..,..,..,..,7.33,..,..,..,..,7.46,..,..,..,..,8.63,..,..,..,..,9.32,..,..,..,..,10.22,..,..,..,..,11.82,..,..,..,..,..,..,..,..,..,..
France,FRA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,4.96,..,..,..,..,5.47,..,..,..,..,5.96,..,..,..,..,6.61,..,..,..,..,7.33,..,..,..,..,8.54,..,..,..,..,9.53,..,..,..,..,10.05,..,..,..,..,10.64,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1,..,..,..,..,1.38,..,..,..,..,2.36,..,..,..,..,3.25,..,..,..,..,4.32,..,..,..,..,5.22,..,..,..,..,6.15,..,..,..,..,6.92,..,..,..,..,7.57,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.43,..,..,..,..,0.46,..,..,..,..,0.68,..,..,..,..,0.95,..,..,..,..,1.24,..,..,..,..,1.8,..,..,..,..,1.99,..,..,..,..,2.36,..,..,..,..,2.82,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.71,..,..,..,..,7.58,..,..,..,..,7.63,..,..,..,..,7.55,..,..,..,..,8.77,..,..,..,..,9.66,..,..,..,..,10.51,..,..,..,..,11.97,..,..,..,..,12.69,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.8,..,..,..,..,2.4,..,..,..,..,3.08,..,..,..,..,4.02,..,..,..,..,4.91,..,..,..,..,5.66,..,..,..,..,6.13,..,..,..,..,6.41,..,..,..,..,6.76,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,6.04,..,..,..,..,6.27,..,..,..,..,6.55,..,..,..,..,7.27,..,..,..,..,7.89,..,..,..,..,8.18,..,..,..,..,8.57,..,..,..,..,9.77,..,..,..,..,10.26,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,4.96,..,..,..,..,5.37,..,..,..,..,5.82,..,..,..,..,6.31,..,..,..,..,6.77,..,..,..,..,7.22,..,..,..,..,7.72,..,..,..,..,8.07,..,..,..,..,8.5,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.9,..,..,..,..,1.17,..,..,..,..,1.44,..,..,..,..,2.2,..,..,..,..,2.69,..,..,..,..,3.2,..,..,..,..,3.75,..,..,..,..,4.29,..,..,..,..,4.74,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.91,..,..,..,..,2.08,..,..,..,..,2.88,..,..,..,..,3.71,..,..,..,..,4.27,..,..,..,..,4.71,..,..,..,..,5.08,..,..,..,..,5.45,..,..,..,..,5.5,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.15,..,..,..,..,5.68,..,..,..,..,6.73,..,..,..,..,7.64,..,..,..,..,8.55,..,..,..,..,8.75,..,..,..,..,8.8,..,..,..,..,10.71,..,..,..,..,11.02,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.82,..,..,..,..,8.24,..,..,..,..,8.69,..,..,..,..,8.81,..,..,..,..,8.68,..,..,..,..,10.37,..,..,..,..,11.24,..,..,..,..,11.71,..,..,..,..,12.14,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,6.51,..,..,..,..,6.95,..,..,..,..,7.47,..,..,..,..,7.96,..,..,..,..,8.46,..,..,..,..,8.93,..,..,..,..,9.45,..,..,..,..,10.04,..,..,..,..,10.59,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.01,..,..,..,..,7.63,..,..,..,..,8.4,..,..,..,..,9.25,..,..,..,..,9.73,..,..,..,..,10.4,..,..,..,..,10.84,..,..,..,..,11.73,..,..,..,..,12.2,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,8.27,..,..,..,..,9.07,..,..,..,..,9.93,..,..,..,..,10.41,..,..,..,..,11.03,..,..,..,..,11.4,..,..,..,..,11.8,..,..,..,..,12.05,..,..,..,..,12.76,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.17,..,..,..,..,5.68,..,..,..,..,6.19,..,..,..,..,6.69,..,..,..,..,7.29,..,..,..,..,7.93,..,..,..,..,8.58,..,..,..,..,9,..,..,..,..,9.54,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,4.43,..,..,..,..,4.74,..,..,..,..,5.26,..,..,..,..,5.83,..,..,..,..,6.47,..,..,..,..,7.48,..,..,..,..,8.62,..,..,..,..,9.1,..,..,..,..,9.67,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.08,..,..,..,..,7.9,..,..,..,..,8.71,..,..,..,..,9.25,..,..,..,..,9.61,..,..,..,..,10.18,..,..,..,..,10.73,..,..,..,..,11.17,..,..,..,..,11.52,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,4.46,..,..,..,..,5.35,..,..,..,..,6.3,..,..,..,..,7.28,..,..,..,..,8.05,..,..,..,..,9.27,..,..,..,..,10.48,..,..,..,..,11.74,..,..,..,..,11.42,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.45,..,..,..,..,1.86,..,..,..,..,2.49,..,..,..,..,3.09,..,..,..,..,3.72,..,..,..,..,4.54,..,..,..,..,5.26,..,..,..,..,5.82,..,..,..,..,6.19,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.2,..,..,..,..,6.16,..,..,..,..,7.09,..,..,..,..,8.06,..,..,..,..,9.11,..,..,..,..,9.94,..,..,..,..,10.59,..,..,..,..,11.25,..,..,..,..,11.89,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.9,..,..,..,..,3.02,..,..,..,..,4.28,..,..,..,..,5.27,..,..,..,..,5.51,..,..,..,..,5.69,..,..,..,..,6.07,..,..,..,..,5.97,..,..,..,..,6.26,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.32,..,..,..,..,6.03,..,..,..,..,6.9,..,..,..,..,7.84,..,..,..,..,8.56,..,..,..,..,9.1,..,..,..,..,9.73,..,..,..,..,10.23,..,..,..,..,11.08,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.4,..,..,..,..,1.72,..,..,..,..,2.14,..,..,..,..,2.52,..,..,..,..,3.09,..,..,..,..,3.57,..,..,..,..,3.9,..,..,..,..,4.23,..,..,..,..,4.57,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.15,..,..,..,..,5.82,..,..,..,..,6.33,..,..,..,..,6.92,..,..,..,..,7.56,..,..,..,..,8.89,..,..,..,..,9.47,..,..,..,..,10.15,..,..,..,..,10.48,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,3.18,..,..,..,..,3.41,..,..,..,..,3.69,..,..,..,..,4.12,..,..,..,..,4.66,..,..,..,..,5.13,..,..,..,..,5.67,..,..,..,..,6.85,..,..,..,..,5.63,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.99,..,..,..,..,1.17,..,..,..,..,1.54,..,..,..,..,2.03,..,..,..,..,2.6,..,..,..,..,3.1,..,..,..,..,3.46,..,..,..,..,3.78,..,..,..,..,4.09,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1,..,..,..,..,1.33,..,..,..,..,2.23,..,..,..,..,3.19,..,..,..,..,3.81,..,..,..,..,4.69,..,..,..,..,5.58,..,..,..,..,6.44,..,..,..,..,7.31,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.19,..,..,..,..,5.98,..,..,..,..,6.66,..,..,..,..,7.4,..,..,..,..,8.25,..,..,..,..,9.03,..,..,..,..,9.86,..,..,..,..,10.69,..,..,..,..,11.05,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.85,..,..,..,..,7.88,..,..,..,..,8.22,..,..,..,..,8.58,..,..,..,..,8.92,..,..,..,..,9.32,..,..,..,..,9.68,..,..,..,..,10.3,..,..,..,..,11.22,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,3.62,..,..,..,..,4.19,..,..,..,..,4.67,..,..,..,..,5.06,..,..,..,..,5.46,..,..,..,..,5.89,..,..,..,..,6.52,..,..,..,..,7.13,..,..,..,..,8.09,..,..,..,..,..,..,..,..,..,..
